NAME	TITLE	SCORE	
NMRK2	nicotinamide riboside kinase 2 [Source:HGNC Symbol;Acc:HGNC:17871]	1.5343664	
ENC1	ectodermal-neural cortex 1 [Source:HGNC Symbol;Acc:HGNC:3345]	1.528155	
LINC02076	long intergenic non-protein coding RNA 2076 [Source:HGNC Symbol;Acc:HGNC:52924]	1.5233173	
CENPF	centromere protein F [Source:HGNC Symbol;Acc:HGNC:1857]	1.5225062	
TUBB4A	tubulin beta 4A class IVa [Source:HGNC Symbol;Acc:HGNC:20774]	1.5164627	
PLEKHG3	pleckstrin homology and RhoGEF domain containing G3 [Source:HGNC Symbol;Acc:HGNC:20364]	1.5137928	
CELSR1	cadherin EGF LAG seven-pass G-type receptor 1 [Source:HGNC Symbol;Acc:HGNC:1850]	1.5121295	
MYO5B	myosin VB [Source:HGNC Symbol;Acc:HGNC:7603]	1.508511	
DNASE1L3	deoxyribonuclease 1 like 3 [Source:HGNC Symbol;Acc:HGNC:2959]	1.5083281	
RAB23	"RAB23, member RAS oncogene family [Source:HGNC Symbol;Acc:HGNC:14263]"	1.5050888	
CHAD	chondroadherin [Source:HGNC Symbol;Acc:HGNC:1909]	1.5012717	
MMP23B	matrix metallopeptidase 23B [Source:HGNC Symbol;Acc:HGNC:7171]	1.4939461	
CPNE7	copine 7 [Source:HGNC Symbol;Acc:HGNC:2320]	1.4901022	
PNMA2	PNMA family member 2 [Source:HGNC Symbol;Acc:HGNC:9159]	1.4825469	
CFAP418-AS1	CFAP418 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:50444]	1.4822245	
KIF14	kinesin family member 14 [Source:HGNC Symbol;Acc:HGNC:19181]	1.4778862	
STOX2	storkhead box 2 [Source:HGNC Symbol;Acc:HGNC:25450]	1.4744984	
CDH1	cadherin 1 [Source:HGNC Symbol;Acc:HGNC:1748]	1.4571977	
ATP13A4	ATPase 13A4 [Source:HGNC Symbol;Acc:HGNC:25422]	1.4533535	
LINC01531	long intergenic non-protein coding RNA 1531 [Source:HGNC Symbol;Acc:HGNC:51270]	1.4514341	
BVES-AS1	BVES antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:21223]	1.4499441	
CIITA	class II major histocompatibility complex transactivator [Source:HGNC Symbol;Acc:HGNC:7067]	1.4481696	
PLPP3	phospholipid phosphatase 3 [Source:HGNC Symbol;Acc:HGNC:9229]	1.4476669	
LINC02871	long intergenic non-protein coding RNA 2871 [Source:HGNC Symbol;Acc:HGNC:16180]	1.4432079	
CAMK4	calcium/calmodulin dependent protein kinase IV [Source:HGNC Symbol;Acc:HGNC:1464]	1.4425119	
CR1	complement C3b/C4b receptor 1 (Knops blood group) [Source:HGNC Symbol;Acc:HGNC:2334]	1.4420272	
EML1	EMAP like 1 [Source:HGNC Symbol;Acc:HGNC:3330]	1.440742	
ATP1B3-AS1	ATP1B3 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:40088]	1.4370865	
TEAD2	TEA domain transcription factor 2 [Source:HGNC Symbol;Acc:HGNC:11715]	1.4293647	
AHNAK	AHNAK nucleoprotein [Source:HGNC Symbol;Acc:HGNC:347]	1.425969	
KCNT1	potassium sodium-activated channel subfamily T member 1 [Source:HGNC Symbol;Acc:HGNC:18865]	1.4208039	
H2BC11	H2B clustered histone 11 [Source:HGNC Symbol;Acc:HGNC:4761]	1.4195935	
CCR6	C-C motif chemokine receptor 6 [Source:HGNC Symbol;Acc:HGNC:1607]	1.4173023	
SEMA3C	semaphorin 3C [Source:HGNC Symbol;Acc:HGNC:10725]	1.41661	
DIAPH3	diaphanous related formin 3 [Source:HGNC Symbol;Acc:HGNC:15480]	1.415745	
GPR153	G protein-coupled receptor 153 [Source:HGNC Symbol;Acc:HGNC:23618]	1.4117625	
MPZL2	myelin protein zero like 2 [Source:HGNC Symbol;Acc:HGNC:3496]	1.4111339	
NALCN	"sodium leak channel, non-selective [Source:HGNC Symbol;Acc:HGNC:19082]"	1.4095682	
CDC42EP4	CDC42 effector protein 4 [Source:HGNC Symbol;Acc:HGNC:17147]	1.408831	
DPP4	dipeptidyl peptidase 4 [Source:HGNC Symbol;Acc:HGNC:3009]	1.4063761	
GPC1	glypican 1 [Source:HGNC Symbol;Acc:HGNC:4449]	1.4012176	
CAMP	cathelicidin antimicrobial peptide [Source:HGNC Symbol;Acc:HGNC:1472]	1.3973968	
CIT	citron rho-interacting serine/threonine kinase [Source:HGNC Symbol;Acc:HGNC:1985]	1.394653	
ZKSCAN2-DT	ZKSCAN2 divergent transcript [Source:HGNC Symbol;Acc:HGNC:53912]	1.3830553	
POLQ	DNA polymerase theta [Source:HGNC Symbol;Acc:HGNC:9186]	1.3807092	
SERINC2	serine incorporator 2 [Source:HGNC Symbol;Acc:HGNC:23231]	1.3802191	
PTPRF	protein tyrosine phosphatase receptor type F [Source:HGNC Symbol;Acc:HGNC:9670]	1.378522	
CD1E	CD1e molecule [Source:HGNC Symbol;Acc:HGNC:1638]	1.3784906	
SHISA4	shisa family member 4 [Source:HGNC Symbol;Acc:HGNC:27139]	1.3773018	
MIR124-1HG	MIR124-1 host gene [Source:HGNC Symbol;Acc:HGNC:27231]	1.3675482	
MKI67	marker of proliferation Ki-67 [Source:HGNC Symbol;Acc:HGNC:7107]	1.3606709	
RAB6B	"RAB6B, member RAS oncogene family [Source:HGNC Symbol;Acc:HGNC:14902]"	1.3573971	
PCAT18	prostate cancer associated transcript 18 [Source:HGNC Symbol;Acc:HGNC:49211]	1.3573877	
MARCO	macrophage receptor with collagenous structure [Source:HGNC Symbol;Acc:HGNC:6895]	1.3569415	
UCHL1	ubiquitin C-terminal hydrolase L1 [Source:HGNC Symbol;Acc:HGNC:12513]	1.3540658	
KIF15	kinesin family member 15 [Source:HGNC Symbol;Acc:HGNC:17273]	1.3530236	
KCNJ5	potassium inwardly rectifying channel subfamily J member 5 [Source:HGNC Symbol;Acc:HGNC:6266]	1.3528228	
NEIL3	nei like DNA glycosylase 3 [Source:HGNC Symbol;Acc:HGNC:24573]	1.3509644	
GJC1	gap junction protein gamma 1 [Source:HGNC Symbol;Acc:HGNC:4280]	1.346681	
PDK4	pyruvate dehydrogenase kinase 4 [Source:HGNC Symbol;Acc:HGNC:8812]	1.3431828	
CENPA	centromere protein A [Source:HGNC Symbol;Acc:HGNC:1851]	1.3429874	
PKD1L1	"polycystin 1 like 1, transient receptor potential channel interacting [Source:HGNC Symbol;Acc:HGNC:18053]"	1.3372027	
BATF3	basic leucine zipper ATF-like transcription factor 3 [Source:HGNC Symbol;Acc:HGNC:28915]	1.3365495	
TBX20	T-box transcription factor 20 [Source:HGNC Symbol;Acc:HGNC:11598]	1.3364962	
SCN10A	sodium voltage-gated channel alpha subunit 10 [Source:HGNC Symbol;Acc:HGNC:10582]	1.3328879	
NEK2	NIMA related kinase 2 [Source:HGNC Symbol;Acc:HGNC:7745]	1.3323413	
IGIP	IgA inducing protein [Source:HGNC Symbol;Acc:HGNC:33847]	1.3305086	
FZD1	frizzled class receptor 1 [Source:HGNC Symbol;Acc:HGNC:4038]	1.3291124	
GCNT7	glucosaminyl (N-acetyl) transferase family member 7 [Source:HGNC Symbol;Acc:HGNC:16099]	1.3288977	
DYSF	dysferlin [Source:HGNC Symbol;Acc:HGNC:3097]	1.3223455	
HOOK1	hook microtubule tethering protein 1 [Source:HGNC Symbol;Acc:HGNC:19884]	1.3209963	
RASGRP2	RAS guanyl releasing protein 2 [Source:HGNC Symbol;Acc:HGNC:9879]	1.3116518	
DLG5	discs large MAGUK scaffold protein 5 [Source:HGNC Symbol;Acc:HGNC:2904]	1.3029121	
BTNL9	butyrophilin like 9 [Source:HGNC Symbol;Acc:HGNC:24176]	1.2983824	
NNAT	neuronatin [Source:HGNC Symbol;Acc:HGNC:7860]	1.2982525	
MTFR2	mitochondrial fission regulator 2 [Source:HGNC Symbol;Acc:HGNC:21115]	1.2978194	
TOP2A	DNA topoisomerase II alpha [Source:HGNC Symbol;Acc:HGNC:11989]	1.2978103	
ERCC6L	"ERCC excision repair 6 like, spindle assembly checkpoint helicase [Source:HGNC Symbol;Acc:HGNC:20794]"	1.2967824	
BIRC5	baculoviral IAP repeat containing 5 [Source:HGNC Symbol;Acc:HGNC:593]	1.2965662	
CD22	CD22 molecule [Source:HGNC Symbol;Acc:HGNC:1643]	1.2952682	
CKM	"creatine kinase, M-type [Source:HGNC Symbol;Acc:HGNC:1994]"	1.2951683	
TEAD1	TEA domain transcription factor 1 [Source:HGNC Symbol;Acc:HGNC:11714]	1.2874812	
MBOAT1	membrane bound O-acyltransferase domain containing 1 [Source:HGNC Symbol;Acc:HGNC:21579]	1.2863548	
ITGA9	integrin subunit alpha 9 [Source:HGNC Symbol;Acc:HGNC:6145]	1.2843393	
LINC01560	long intergenic non-protein coding RNA 1560 [Source:HGNC Symbol;Acc:HGNC:27333]	1.2813003	
SPARC	secreted protein acidic and cysteine rich [Source:HGNC Symbol;Acc:HGNC:11219]	1.2811089	
FGFR1	fibroblast growth factor receptor 1 [Source:HGNC Symbol;Acc:HGNC:3688]	1.277769	
HAP1	huntingtin associated protein 1 [Source:HGNC Symbol;Acc:HGNC:4812]	1.2770343	
COL6A3	collagen type VI alpha 3 chain [Source:HGNC Symbol;Acc:HGNC:2213]	1.2754881	
PIF1	PIF1 5'-to-3' DNA helicase [Source:HGNC Symbol;Acc:HGNC:26220]	1.2722462	
CHRNA7	cholinergic receptor nicotinic alpha 7 subunit [Source:HGNC Symbol;Acc:HGNC:1960]	1.2659689	
HLA-DQB2	"major histocompatibility complex, class II, DQ beta 2 [Source:HGNC Symbol;Acc:HGNC:4945]"	1.2633272	
HCG27	HLA complex group 27 [Source:HGNC Symbol;Acc:HGNC:27366]	1.261147	
MAP3K6	mitogen-activated protein kinase kinase kinase 6 [Source:HGNC Symbol;Acc:HGNC:6858]	1.2594072	
SLC15A1	solute carrier family 15 member 1 [Source:HGNC Symbol;Acc:HGNC:10920]	1.2573552	
YPEL4	yippee like 4 [Source:HGNC Symbol;Acc:HGNC:18328]	1.2515494	
LAMA4-AS1	LAMA4 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:40333]	1.2408378	
BOK	BCL2 family apoptosis regulator BOK [Source:HGNC Symbol;Acc:HGNC:1087]	1.240001	
C18orf54	chromosome 18 open reading frame 54 [Source:HGNC Symbol;Acc:HGNC:13796]	1.2337756	
TGM5	transglutaminase 5 [Source:HGNC Symbol;Acc:HGNC:11781]	1.2304327	
DNAJC27-AS1	DNAJC27 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:42943]	1.2276857	
ZNF366	zinc finger protein 366 [Source:HGNC Symbol;Acc:HGNC:18316]	1.2267449	
MEGF6	multiple EGF like domains 6 [Source:HGNC Symbol;Acc:HGNC:3232]	1.2259305	
ZDHHC23	zinc finger DHHC-type palmitoyltransferase 23 [Source:HGNC Symbol;Acc:HGNC:28654]	1.2207037	
ALS2CL	ALS2 C-terminal like [Source:HGNC Symbol;Acc:HGNC:20605]	1.2206333	
TSPAN10	tetraspanin 10 [Source:HGNC Symbol;Acc:HGNC:29942]	1.2199547	
NPDC1	"neural proliferation, differentiation and control 1 [Source:HGNC Symbol;Acc:HGNC:7899]"	1.2196587	
GLUD2	glutamate dehydrogenase 2 [Source:HGNC Symbol;Acc:HGNC:4336]	1.2191992	
RAB26	"RAB26, member RAS oncogene family [Source:HGNC Symbol;Acc:HGNC:14259]"	1.2164019	
WTIP	WT1 interacting protein [Source:HGNC Symbol;Acc:HGNC:20964]	1.2150978	
APOBEC3B-AS1	APOBEC3B antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:43836]	1.2145392	
BCORL1	BCL6 corepressor like 1 [Source:HGNC Symbol;Acc:HGNC:25657]	1.213714	
CLEC1A	C-type lectin domain family 1 member A [Source:HGNC Symbol;Acc:HGNC:24355]	1.2134285	
SNURF	SNRPN upstream open reading frame [Source:HGNC Symbol;Acc:HGNC:11171]	1.2123443	
ASPM	assembly factor for spindle microtubules [Source:HGNC Symbol;Acc:HGNC:19048]	1.2123055	
CYP27A1	cytochrome P450 family 27 subfamily A member 1 [Source:HGNC Symbol;Acc:HGNC:2605]	1.211987	
PRKCZ-AS1	PRKCZ antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:40477]	1.2039876	
GUCA1B	guanylate cyclase activator 1B [Source:HGNC Symbol;Acc:HGNC:4679]	1.2006853	
CDC20	cell division cycle 20 [Source:HGNC Symbol;Acc:HGNC:1723]	1.1978157	
SLC26A8	solute carrier family 26 member 8 [Source:HGNC Symbol;Acc:HGNC:14468]	1.1972923	
PKN3	protein kinase N3 [Source:HGNC Symbol;Acc:HGNC:17999]	1.1969888	
TROAP	trophinin associated protein [Source:HGNC Symbol;Acc:HGNC:12327]	1.1967543	
PRCD	photoreceptor disc component [Source:HGNC Symbol;Acc:HGNC:32528]	1.1962879	
ANO5	anoctamin 5 [Source:HGNC Symbol;Acc:HGNC:27337]	1.1946406	
KIF4A	kinesin family member 4A [Source:HGNC Symbol;Acc:HGNC:13339]	1.1929572	
NARF-AS1	NARF antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:53622]	1.19247	
LINC01606	long intergenic non-protein coding RNA 1606 [Source:HGNC Symbol;Acc:HGNC:51656]	1.1917739	
LINC00663	long intergenic non-protein coding RNA 663 [Source:HGNC Symbol;Acc:HGNC:28609]	1.1906792	
SPC25	SPC25 component of NDC80 kinetochore complex [Source:HGNC Symbol;Acc:HGNC:24031]	1.1903256	
CCDC68	coiled-coil domain containing 68 [Source:HGNC Symbol;Acc:HGNC:24350]	1.1865321	
MDFIC	MyoD family inhibitor domain containing [Source:HGNC Symbol;Acc:HGNC:28870]	1.18124	
DEPDC1	DEP domain containing 1 [Source:HGNC Symbol;Acc:HGNC:22949]	1.1810689	
HELB	DNA helicase B [Source:HGNC Symbol;Acc:HGNC:17196]	1.1792082	
OXCT1-AS1	OXCT1 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:40423]	1.1783421	
RAB11FIP5	RAB11 family interacting protein 5 [Source:HGNC Symbol;Acc:HGNC:24845]	1.177653	
HMMR	hyaluronan mediated motility receptor [Source:HGNC Symbol;Acc:HGNC:5012]	1.1763172	
DIRAS1	DIRAS family GTPase 1 [Source:HGNC Symbol;Acc:HGNC:19127]	1.1757803	
TENT5A	terminal nucleotidyltransferase 5A [Source:HGNC Symbol;Acc:HGNC:18345]	1.1719941	
OTX2-AS1	OTX2 antisense RNA 1 (head to head) [Source:HGNC Symbol;Acc:HGNC:43906]	1.171159	
CLMP	CXADR like membrane protein [Source:HGNC Symbol;Acc:HGNC:24039]	1.1703053	
LAMA5	laminin subunit alpha 5 [Source:HGNC Symbol;Acc:HGNC:6485]	1.168515	
MPP3	membrane palmitoylated protein 3 [Source:HGNC Symbol;Acc:HGNC:7221]	1.1666708	
HRK	"harakiri, BCL2 interacting protein [Source:HGNC Symbol;Acc:HGNC:5185]"	1.1642885	
SLC47A1	solute carrier family 47 member 1 [Source:HGNC Symbol;Acc:HGNC:25588]	1.1639401	
DLGAP5	DLG associated protein 5 [Source:HGNC Symbol;Acc:HGNC:16864]	1.1623207	
CNIH3	cornichon family AMPA receptor auxiliary protein 3 [Source:HGNC Symbol;Acc:HGNC:26802]	1.1602751	
NTRK3	neurotrophic receptor tyrosine kinase 3 [Source:HGNC Symbol;Acc:HGNC:8033]	1.15601	
SEC14L2	SEC14 like lipid binding 2 [Source:HGNC Symbol;Acc:HGNC:10699]	1.1556206	
CENPI	centromere protein I [Source:HGNC Symbol;Acc:HGNC:3968]	1.1537312	
LINC02397	long intergenic non-protein coding RNA 2397 [Source:HGNC Symbol;Acc:HGNC:53323]	1.1512253	
CTC-338M12.4	uncharacterized LOC101928649 [Source:NCBI gene (formerly Entrezgene);Acc:101928649]	1.1507276	
NCKAP1	NCK associated protein 1 [Source:HGNC Symbol;Acc:HGNC:7666]	1.1493435	
GPR176-DT	GPR176 divergent transcript [Source:HGNC Symbol;Acc:HGNC:54389]	1.147764	
LINC02073	long intergenic non-protein coding RNA 2073 [Source:HGNC Symbol;Acc:HGNC:52919]	1.1473644	
LINC02447	long intergenic non-protein coding RNA 2447 [Source:HGNC Symbol;Acc:HGNC:53379]	1.146384	
ZNF442	zinc finger protein 442 [Source:HGNC Symbol;Acc:HGNC:20877]	1.1462729	
HLA-DQB1	"major histocompatibility complex, class II, DQ beta 1 [Source:HGNC Symbol;Acc:HGNC:4944]"	1.145834	
MMP7	matrix metallopeptidase 7 [Source:HGNC Symbol;Acc:HGNC:7174]	1.1448925	
DNAJC6	DnaJ heat shock protein family (Hsp40) member C6 [Source:HGNC Symbol;Acc:HGNC:15469]	1.1447797	
KIF20A	kinesin family member 20A [Source:HGNC Symbol;Acc:HGNC:9787]	1.1415524	
LINC01134	long intergenic non-protein coding RNA 1134 [Source:HGNC Symbol;Acc:HGNC:49449]	1.1363627	
CDC25C	cell division cycle 25C [Source:HGNC Symbol;Acc:HGNC:1727]	1.1351852	
TMEM163	transmembrane protein 163 [Source:HGNC Symbol;Acc:HGNC:25380]	1.1347473	
BANP	BTG3 associated nuclear protein [Source:HGNC Symbol;Acc:HGNC:13450]	1.1332848	
TTC39B	tetratricopeptide repeat domain 39B [Source:HGNC Symbol;Acc:HGNC:23704]	1.1331952	
BACE2	beta-secretase 2 [Source:HGNC Symbol;Acc:HGNC:934]	1.1302276	
KNL1	kinetochore scaffold 1 [Source:HGNC Symbol;Acc:HGNC:24054]	1.1280068	
BCO2	beta-carotene oxygenase 2 [Source:HGNC Symbol;Acc:HGNC:18503]	1.1271639	
NECTIN4	nectin cell adhesion molecule 4 [Source:HGNC Symbol;Acc:HGNC:19688]	1.1260347	
E2F8	E2F transcription factor 8 [Source:HGNC Symbol;Acc:HGNC:24727]	1.1252601	
IL18	interleukin 18 [Source:HGNC Symbol;Acc:HGNC:5986]	1.1241056	
FST	follistatin [Source:HGNC Symbol;Acc:HGNC:3971]	1.1235355	
CEBPA-DT	CEBPA divergent transcript [Source:HGNC Symbol;Acc:HGNC:25710]	1.1229881	
CHRNA1	cholinergic receptor nicotinic alpha 1 subunit [Source:HGNC Symbol;Acc:HGNC:1955]	1.1219379	
NCAPG	non-SMC condensin I complex subunit G [Source:HGNC Symbol;Acc:HGNC:24304]	1.1218678	
GRM6	glutamate metabotropic receptor 6 [Source:HGNC Symbol;Acc:HGNC:4598]	1.1208938	
RAB3D	"RAB3D, member RAS oncogene family [Source:HGNC Symbol;Acc:HGNC:9779]"	1.1194783	
MAGI2-AS3	MAGI2 antisense RNA 3 [Source:HGNC Symbol;Acc:HGNC:40862]	1.1165435	
GTSE1	G2 and S-phase expressed 1 [Source:HGNC Symbol;Acc:HGNC:13698]	1.112218	
FXYD2	FXYD domain containing ion transport regulator 2 [Source:HGNC Symbol;Acc:HGNC:4026]	1.1105964	
HEYL	hes related family bHLH transcription factor with YRPW motif like [Source:HGNC Symbol;Acc:HGNC:4882]	1.110336	
CLIP4	CAP-Gly domain containing linker protein family member 4 [Source:HGNC Symbol;Acc:HGNC:26108]	1.1102805	
PYGO1	pygopus family PHD finger 1 [Source:HGNC Symbol;Acc:HGNC:30256]	1.1100518	
BEAN1	brain expressed associated with NEDD4 1 [Source:HGNC Symbol;Acc:HGNC:24160]	1.1066568	
